"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.123414704E1,-4.067993164E-2,1.505081177E0,1.028434753E1
4.123646638E1,-2.392578125E-2,1.493118286E0,1.053799438E1
4.123881623E1,7.171630859E-3,1.507476807E0,1.078445435E1
4.124113557E1,4.785156250E-2,1.495513916E0,1.104766846E1
4.124348542E1,6.221008301E-2,1.495513916E0,1.128933716E1
4.124580476E1,1.292114258E-1,1.517044067E0,1.151904297E1
4.124815461E1,2.105712891E-1,1.531402588E0,1.172721863E1
4.125050447E1,3.278198242E-1,1.550552368E0,1.191386414E1
4.125282380E1,4.283142090E-1,1.552947998E0,1.209571838E1
4.125517365E1,5.048828125E-1,1.579269409E0,1.227996826E1
4.125749299E1,5.862426758E-1,1.581649780E0,1.247618103E1
4.125984284E1,6.604156494E-1,1.574478149E0,1.263648987E1
4.126216218E1,7.202453613E-1,1.581649780E0,1.276571655E1
4.126451203E1,7.657012939E-1,1.574478149E0,1.288774109E1
4.126686189E1,8.087768555E-1,1.574478149E0,1.299302673E1
4.126918122E1,8.398742676E-1,1.581649780E0,1.313420105E1
4.127153108E1,8.757781982E-1,1.600799561E0,1.324905396E1
4.127385041E1,9.427795410E-1,1.603195190E0,1.332801819E1
4.127620027E1,1.009765625E0,1.600799561E0,1.339262390E1
4.127851960E1,1.088729858E0,1.596008301E0,1.345962524E1
4.128086946E1,1.177261353E0,1.588836670E0,1.348355103E1
4.128318879E1,1.265808105E0,1.564910889E0,1.349790955E1
4.128553864E1,1.328018188E0,1.538589478E0,1.347637939E1
4.128788850E1,1.404586792E0,1.536193848E0,1.344287109E1
4.129020783E1,1.438079834E0,1.509872437E0,1.343330383E1
4.129255769E1,1.481155396E0,1.490722656E0,1.344049072E1
4.129487702E1,1.517044067E0,1.473983765E0,1.345484924E1
4.129722688E1,1.567306519E0,1.442871094E0,1.343569946E1
4.129954621E1,1.584045410E0,1.416549683E0,1.338545227E1
4.130189607E1,1.598403931E0,1.368698120E0,1.334716797E1
4.130421540E1,1.598403931E0,1.356735229E0,1.330648804E1
4.130656526E1,1.593612671E0,1.323226929E0,1.328256226E1
4.130891511E1,1.576873779E0,1.325622559E0,1.325863647E1
4.131123445E1,1.545761108E0,1.323226929E0,1.321316528E1
4.131358430E1,1.500305176E0,1.328018188E0,1.318206787E1
4.131590364E1,1.457229614E0,1.323226929E0,1.314855957E1
4.131825349E1,1.406982422E0,1.344772339E0,1.309352112E1
4.132057282E1,1.359130859E0,1.344772339E0,1.305523682E1
4.132292268E1,1.301696777E0,1.339981079E0,1.297149658E1
4.132524201E1,1.265808105E0,1.359130859E0,1.291166687E1
4.132759187E1,1.232299805E0,1.361511230E0,1.282553101E1
4.132994172E1,1.196411133E0,1.363906860E0,1.275135803E1
4.133226106E1,1.179656982E0,1.363906860E0,1.266043091E1
4.133461091E1,1.179656982E0,1.375869751E0,1.257907104E1
4.133693025E1,1.174880981E0,1.373474121E0,1.246421814E1
4.133928010E1,1.208374023E0,1.387832642E0,1.240917969E1
4.134159944E1,1.208374023E0,1.378265381E0,1.232064819E1
4.134394929E1,1.237091064E0,1.397415161E0,1.223211670E1
4.134626862E1,1.234695435E0,1.397415161E0,1.214356995E1
4.134861848E1,1.222732544E0,1.375869751E0,1.203111267E1
4.135093781E1,1.208374023E0,1.378265381E0,1.192343140E1
4.135328767E1,1.196411133E0,1.339981079E0,1.180618286E1
4.135563752E1,1.198806763E0,1.337585449E0,1.169851685E1
4.135795686E1,1.213165283E0,1.316055298E0,1.160758972E1
4.136030671E1,1.205978394E0,1.292129517E0,1.151187134E1
4.136262605E1,1.215560913E0,1.244262695E0,1.143290710E1
4.136497590E1,1.222732544E0,1.222732544E0,1.135154724E1
4.136729524E1,1.227523804E0,1.208374023E0,1.130130005E1
4.136964509E1,1.239486694E0,1.186843872E0,1.124388123E1
4.137196443E1,1.270584106E0,1.143768311E0,1.122233582E1
4.137431428E1,1.289733887E0,1.119842529E0,1.120080566E1
4.137663362E1,1.316055298E0,1.093521118E0,1.116729736E1
4.137898347E1,1.328018188E0,1.062408447E0,1.115295410E1
4.138133332E1,1.344772339E0,1.045669556E0,1.114337158E1
4.138365266E1,1.373474121E0,1.019348145E0,1.112423706E1
4.138600251E1,1.385437012E0,9.954071045E-1,1.111465454E1
4.138832185E1,1.406982422E0,9.906311035E-1,1.108595276E1
4.139067170E1,1.471588135E0,9.690856934E-1,1.105004883E1
4.139299104E1,1.540985107E0,9.475555420E-1,1.100698853E1
4.139534089E1,1.629516602E0,9.427795410E-1,1.092323303E1
4.139769074E1,1.698898315E0,9.212341309E-1,1.083230591E1
4.140001008E1,1.773086548E0,9.020996094E-1,1.074617004E1
4.140232942E1,1.832901001E0,8.853454590E-1,1.066241455E1
4.140467927E1,1.880752563E0,9.044799805E-1,1.054995728E1
4.140702912E1,1.907073975E0,9.092712402E-1,1.041355896E1
4.140934846E1,1.947753906E0,9.164581299E-1,1.026042175E1
4.141169831E1,1.978866577E0,9.331970215E-1,1.010968018E1
4.141401765E1,2.002792358E0,9.212341309E-1,9.970886230E0
4.141636750E1,2.043472290E0,9.475555420E-1,9.839294434E0
4.141868684E1,2.088928223E0,9.523468018E-1,9.750747681E0
4.142103669E1,2.129608154E0,9.475555420E-1,9.659820557E0
4.142338654E1,2.148757935E0,9.667053223E-1,9.568893433E0
4.142570588E1,2.177474976E0,9.690856934E-1,9.446868896E0
4.142805573E1,2.201400757E0,9.667053223E-1,9.360717773E0
4.143037507E1,2.215759277E0,9.475555420E-1,9.272186279E0
4.143272492E1,2.249252319E0,9.451599121E-1,9.164505005E0
4.143504426E1,2.266006470E0,9.284210205E-1,9.068801880E0
4.143739411E1,2.277969360E0,9.164581299E-1,8.961120605E0
4.143971345E1,2.301895142E0,8.781585693E-1,8.858230591E0
4.144206330E1,2.318649292E0,8.590240479E-1,8.764907837E0
4.144441316E1,2.321044922E0,8.111724854E-1,8.654846191E0
4.144673249E1,2.316253662E0,7.752685547E-1,8.563919067E0
4.144908235E1,2.280364990E0,7.489471436E-1,8.482559204E0
4.145140168E1,2.268402100E0,7.202453613E-1,8.384445190E0
4.145375154E1,2.225326538E0,6.819610596E-1,8.283950806E0
4.145607087E1,2.199005127E0,6.412811279E-1,8.224136353E0
4.145842072E1,2.170288086E0,6.293182373E-1,8.164306641E0
4.146074006E1,2.112869263E0,5.934143066E-1,8.116455078E0
4.146308991E1,2.079360962E0,5.670928955E-1,8.087738037E0
4.146543977E1,2.048263550E0,5.264282227E-1,8.047058105E0
4.146775910E1,2.014755249E0,4.905242920E-1,8.020736694E0
4.147010896E1,1.969299316E0,4.689941406E-1,7.999206543E0
4.147245881E1,1.904693604E0,4.618072510E-1,8.013565063E0
4.147480866E1,1.849655151E0,4.426727295E-1,8.025527954E0
4.147712800E1,1.806579590E0,4.115600586E-1,8.027923584E0
4.147947785E1,1.785049438E0,3.684997559E-1,8.018356323E0
4.148179719E1,1.780258179E0,3.349914551E-1,8.015960693E0
4.148414704E1,1.780258179E0,2.919311523E-1,8.003997803E0
4.148646638E1,1.758728027E0,2.368927002E-1,8.011169434E0
4.148881623E1,1.758728027E0,1.890258789E-1,8.039886475E0
4.149116609E1,1.744369507E0,1.579284668E-1,8.063812256E0
4.149348542E1,1.732406616E0,1.316070557E-1,8.082962036E0
4.149583528E1,1.744369507E0,9.809875488E-2,8.121246338E0
4.149815461E1,1.768295288E0,8.135986328E-2,8.171493530E0
4.150050447E1,1.765899658E0,7.656860352E-2,8.233703613E0
4.150282380E1,1.761123657E0,5.743408203E-2,8.315063477E0
4.150517365E1,1.782653809E0,5.743408203E-2,8.413162231E0
4.150749299E1,1.775466919E0,7.177734375E-2,8.508880615E0
4.150984284E1,1.782653809E0,8.375549316E-2,8.623733521E0
4.151219270E1,1.818542480E0,1.052856445E-1,8.764907837E0
4.151451203E1,1.820938110E0,1.387786865E-1,8.915664673E0
4.151686189E1,1.832901001E0,1.818542480E-1,9.052047729E0
4.151918122E1,1.864013672E0,2.249298096E-1,9.202789307E0
4.152153108E1,1.897506714E0,2.679901123E-1,9.343978882E0
4.152385041E1,1.945358276E0,3.278198242E-1,9.470794678E0
4.152620027E1,1.998001099E0,3.732757568E-1,9.576080322E0
4.152851960E1,2.076965332E0,4.187469482E-1,9.669403076E0
4.153086946E1,2.136795044E0,4.498443604E-1,9.717254639E0
4.153318879E1,2.230117798E0,4.833526611E-1,9.738784790E0
4.153553864E1,2.316253662E0,4.953155518E-1,9.748352051E0
4.153788850E1,2.380859375E0,5.192413330E-1,9.722045898E0
4.154020783E1,2.445465088E0,5.335998535E-1,9.657424927E0
4.154255769E1,2.483749390E0,5.216369629E-1,9.573684692E0
4.154487702E1,2.526824951E0,5.216369629E-1,9.439682007E0
4.154722688E1,2.560317993E0,5.312042236E-1,9.293716431E0
4.154954621E1,2.600997925E0,5.096740723E-1,9.116653442E0
4.155189607E1,2.632110596E0,5.240325928E-1,8.968292236E0
4.155421540E1,2.636886597E0,5.312042236E-1,8.829513550E0
4.155656526E1,2.670394897E0,5.527496338E-1,8.676376343E0
4.155888459E1,2.679962158E0,6.029968262E-1,8.542373657E0
4.156123445E1,2.672790527E0,6.532440186E-1,8.427520752E0
4.156358430E1,2.651245117E0,7.178497314E-1,8.319839478E0
4.156590364E1,2.636886597E0,7.704925537E-1,8.188232422E0
4.156825349E1,2.596206665E0,8.566284180E-1,8.118850708E0
4.157057282E1,2.543563843E0,9.355926514E-1,8.020736694E0
4.157292268E1,2.483749390E0,1.002593994E0,7.956130981E0
4.157524201E1,2.414352417E0,1.079162598E0,7.922637939E0
4.157759187E1,2.340179443E0,1.153335571E0,7.874786377E0
4.157991120E1,2.275573730E0,1.201202393E0,7.855636597E0
4.158226106E1,2.210968018E0,1.241882324E0,7.836486816E0
4.158458039E1,2.141571045E0,1.277770996E0,7.822143555E0
4.158693025E1,2.091323853E0,1.316055298E0,7.798202515E0
4.158928010E1,2.009963989E0,1.354339600E0,7.791030884E0
4.159159944E1,1.931015015E0,1.368698120E0,7.817352295E0
4.159394929E1,1.854431152E0,1.392623901E0,7.855636597E0
4.159626862E1,1.765899658E0,1.430908203E0,7.917846680E0
4.159861848E1,1.665405273E0,1.454833984E0,8.003997803E0
4.160093781E1,1.581649780E0,1.481155396E0,8.116455078E0
4.160328767E1,1.490722656E0,1.490722656E0,8.243270874E0
4.160560700E1,1.395019531E0,1.529006958E0,8.427520752E0
4.160795686E1,1.323226929E0,1.548156738E0,8.609375000E0
4.161030671E1,1.244262695E0,1.567306519E0,8.831909180E0
4.161262605E1,1.172485352E0,1.564910889E0,9.071197510E0
4.161497590E1,1.093521118E0,1.567306519E0,9.332015991E0
4.161729524E1,1.014556885E0,1.545761108E0,9.623931885E0
4.161964509E1,9.475555420E-1,1.545761108E0,9.872787476E0
4.162196443E1,8.853454590E-1,1.514663696E0,1.020060730E1
4.162431428E1,8.661956787E-1,1.493118286E0,1.052603149E1
4.162663362E1,8.685913086E-1,1.459625244E0,1.084187317E1
4.162898347E1,8.590240479E-1,1.450057983E0,1.117687988E1
4.163130281E1,8.638153076E-1,1.426116943E0,1.145922852E1
4.163365266E1,9.140625000E-1,1.402191162E0,1.176072693E1
4.163600251E1,9.547424316E-1,1.368698120E0,1.201675415E1
4.163832185E1,1.009765625E0,1.354339600E0,1.223211670E1
4.164067170E1,1.093521118E0,1.330413818E0,1.238046265E1
4.164299104E1,1.146163940E0,1.316055298E0,1.252882385E1
4.164534089E1,1.155731201E0,1.292129517E0,1.270111084E1
4.164766023E1,1.158126831E0,1.289733887E0,1.288296509E1
4.165001008E1,1.174880981E0,1.268188477E0,1.302651978E1
4.165232942E1,1.203582764E0,1.251449585E0,1.311506653E1
4.165467927E1,1.225128174E0,1.227523804E0,1.317008972E1
4.165702912E1,1.229904175E0,1.210769653E0,1.317967224E1
4.165934846E1,1.244262695E0,1.189239502E0,1.318444824E1
4.166169831E1,1.253845215E0,1.182052612E0,1.316770935E1
4.166401765E1,1.253845215E0,1.174880981E0,1.313899231E1
4.166636750E1,1.222732544E0,1.162918091E0,1.309114075E1
4.166868684E1,1.165298462E0,1.136596680E0,1.296191406E1
4.167103669E1,1.095916748E0,1.131805420E0,1.281596375E1
4.167335603E1,1.009765625E0,1.138977051E0,1.265324402E1
4.167570588E1,9.068756104E-1,1.146163940E0,1.242593384E1
4.167802522E1,7.896270752E-1,1.167694092E0,1.216751099E1
4.168037507E1,6.604156494E-1,1.189239502E0,1.188037109E1
4.168272492E1,5.312042236E-1,1.215560913E0,1.157408142E1
4.168504426E1,4.187469482E-1,1.253845215E0,1.127020264E1
4.168739411E1,3.373870850E-1,1.330413818E0,1.098306274E1
4.168971345E1,2.608184814E-1,1.385437012E0,1.071984863E1
4.169206330E1,1.962127686E-1,1.462020874E0,1.051406860E1
4.169438264E1,1.722869873E-1,1.560119629E0,1.032981873E1
4.169673249E1,1.770629883E-1,1.627120972E0,1.018145752E1
4.169905183E1,1.866455078E-1,1.706085205E0,1.004507446E1
4.170140168E1,2.105712891E-1,1.789825439E0,9.980468750E0
4.170372102E1,2.177429199E-1,1.854431152E0,9.968505859E0
4.170607087E1,2.249298096E-1,1.928619385E0,9.934997559E0
4.170842072E1,2.464599609E-1,2.000396729E0,9.863220215E0
4.171074006E1,2.775726318E-1,2.072189331E0,9.789031982E0
4.171308991E1,2.895355225E-1,2.143966675E0,9.762710571E0
4.171540925E1,2.847442627E-1,2.201400757E0,9.755538940E0
4.171775910E1,2.703857422E-1,2.254043579E0,9.745971680E0
4.172007844E1,2.727813721E-1,2.321044922E0,9.736389160E0
4.172242829E1,2.512512207E-1,2.376068115E0,9.714859009E0
4.172474763E1,2.464599609E-1,2.395217896E0,9.719650269E0
4.172709748E1,2.488555908E-1,2.433502197E0,9.698104858E0
4.172941682E1,2.512512207E-1,2.414352417E0,9.688537598E0
4.173176667E1,2.632141113E-1,2.392822266E0,9.688537598E0
4.173411653E1,2.656097412E-1,2.359329224E0,9.690933228E0
4.173643586E1,2.584228516E-1,2.321044922E0,9.671783447E0
4.173878572E1,2.536315918E-1,2.268402100E0,9.655044556E0
4.174110505E1,2.416687012E-1,2.237289429E0,9.628723145E0
4.174345490E1,2.225341797E-1,2.187042236E0,9.602401733E0
4.174577424E1,1.962127686E-1,2.148757935E0,9.583251953E0
4.174812409E1,1.770629883E-1,2.115249634E0,9.554534912E0
4.175044343E1,1.531372070E-1,2.098510742E0,9.511474609E0
4.175279328E1,1.196441650E-1,2.096115112E0,9.466003418E0
4.175514314E1,7.896423340E-2,2.086547852E0,9.422943115E0
4.175749299E1,4.785156250E-2,2.093719482E0,9.394226074E0
4.175984284E1,4.785156250E-2,2.108078003E0,9.329620361E0
4.176216218E1,4.791259766E-3,2.112869263E0,9.281753540E0
4.176451203E1,-2.632141113E-2,2.127212524E0,9.200408936E0
4.176683137E1,-4.547119141E-2,2.129608154E0,9.128616333E0
4.176918122E1,-7.417297363E-2,2.129608154E0,9.049652100E0
4.177150056E1,-5.503845215E-2,2.148757935E0,8.946762085E0
4.177385041E1,-3.111267090E-2,2.170288086E0,8.846267700E0
4.177620027E1,-7.171630859E-3,2.179855347E0,8.743377686E0
4.177851960E1,0.000000000E0,2.199005127E0,8.621337891E0
4.178086946E1,1.196289062E-2,2.215759277E0,8.494522095E0
4.178318879E1,3.828430176E-2,2.237289429E0,8.327026367E0
4.178553864E1,4.785156250E-2,2.261215210E0,8.197814941E0
4.178785798E1,4.785156250E-2,2.280364990E0,8.063812256E0
4.179020783E1,4.785156250E-2,2.268402100E0,7.913070679E0
4.179252717E1,7.177734375E-2,2.258819580E0,7.759918213E0
4.179487702E1,1.052856445E-1,2.237289429E0,7.590026855E0
4.179719636E1,1.244201660E-1,2.218139648E0,7.448852539E0
4.179954621E1,1.340026855E-1,2.208572388E0,7.319641113E0
4.180189607E1,1.387786865E-1,2.184646606E0,7.183258057E0
4.180421540E1,1.172485352E-1,2.134399414E0,7.051651001E0
4.180656526E1,8.135986328E-2,2.115249634E0,6.972686768E0
4.180888459E1,9.332275391E-2,2.091323853E0,6.872192383E0
4.181123445E1,1.363983154E-1,2.086547852E0,6.697509766E0
4.181355378E1,1.148529053E-1,2.067398071E0,6.515655518E0
4.181590364E1,7.896423340E-2,2.093719482E0,6.331405640E0
4.181822297E1,4.785156250E-2,2.096115112E0,6.209381104E0
4.182057282E1,-1.435852051E-2,2.084152222E0,6.087341309E0
4.182292268E1,-1.316070557E-1,2.069793701E0,5.989242554E0
4.182524201E1,-2.344970703E-1,2.038681030E0,5.922241211E0
4.182759187E1,-3.158569336E-1,1.986038208E0,5.931808472E0
4.182991120E1,-3.469543457E-1,1.993225098E0,5.881561279E0
4.183226106E1,-3.589172363E-1,1.978866577E0,5.795410156E0
4.183458039E1,-3.852386475E-1,1.940582275E0,5.742767334E0
4.183693025E1,-4.450683594E-1,1.909469604E0,5.706878662E0
4.183924958E1,-5.216369629E-1,1.890335083E0,5.687744141E0
4.184159944E1,-6.029968262E-1,1.849655151E0,5.723632812E0
4.184394929E1,-6.604156494E-1,1.820938110E0,5.797805786E0
4.184626862E1,-6.963043213E-1,1.770690918E0,5.862411499E0
4.184858796E1,-6.986999512E-1,1.722839355E0,5.996414185E0
4.185093781E1,-6.676025391E-1,1.694122314E0,6.123229980E0
4.185328767E1,-6.269226074E-1,1.651046753E0,6.307479858E0
4.185560700E1,-5.766754150E-1,1.619934082E0,6.479766846E0
4.185795686E1,-5.503540039E-1,1.605590820E0,6.671188354E0
4.186027619E1,-5.431671143E-1,1.581649780E0,6.862609863E0
4.186262605E1,-5.431671143E-1,1.567306519E0,7.061218262E0
4.186494538E1,-5.407714844E-1,1.536193848E0,7.233505249E0
4.186729524E1,-5.335998535E-1,1.521835327E0,7.410568237E0
4.186964509E1,-5.479583740E-1,1.495513916E0,7.566101074E0
4.187196443E1,-5.670928955E-1,1.435699463E0,7.678573608E0
4.187431428E1,-5.838470459E-1,1.397415161E0,7.800598145E0
4.187663362E1,-6.173553467E-1,1.344772339E0,7.886749268E0
4.187898347E1,-6.340942383E-1,1.316055298E0,7.948959351E0
4.188130281E1,-6.915283203E-1,1.263412476E0,7.982452393E0
4.188365266E1,-7.298126221E-1,1.239486694E0,7.953735352E0
4.188597199E1,-7.896270752E-1,1.198806763E0,7.936996460E0
4.188832185E1,-8.327026367E-1,1.167694092E0,7.884353638E0
4.189067170E1,-8.901367188E-1,1.129409790E0,7.802993774E0
4.189299104E1,-9.595184326E-1,1.107879639E0,7.704895020E0
4.189534089E1,-1.012161255E0,1.083953857E0,7.613967896E0
4.189766023E1,-1.062408447E0,1.067199707E0,7.511077881E0
4.190001008E1,-1.107879639E0,1.050445557E0,7.398605347E0
4.190232942E1,-1.153335571E0,1.055236816E0,7.307678223E0
4.190467927E1,-1.184448242E0,1.060012817E0,7.223937988E0
4.190699861E1,-1.189239502E0,1.074371338E0,7.144973755E0
4.190934846E1,-1.182052612E0,1.110275269E0,7.061218262E0
4.191166780E1,-1.127014160E0,1.167694092E0,6.987045288E0
4.191401765E1,-1.112655640E0,1.217941284E0,6.941574097E0
4.191636750E1,-1.112655640E0,1.272979736E0,6.898513794E0
4.191868684E1,-1.086334229E0,1.323226929E0,6.900894165E0
4.192103669E1,-1.091125488E0,1.361511230E0,6.905685425E0
4.192335603E1,-1.083953857E0,1.418945312E0,6.924835205E0
4.192570588E1,-1.081558228E0,1.469192505E0,6.987045288E0
4.192802522E1,-1.083953857E0,1.519439697E0,7.034896851E0
4.193037507E1,-1.071990967E0,1.569686890E0,7.116256714E0
4.193269441E1,-1.071990967E0,1.605590820E0,7.209579468E0
4.193504426E1,-1.088729858E0,1.639083862E0,7.338790894E0
4.193739411E1,-1.098312378E0,1.658233643E0,7.463211060E0
4.193971345E1,-1.110275269E0,1.686935425E0,7.587646484E0
4.194206330E1,-1.086334229E0,1.698898315E0,7.731216431E0
4.194438264E1,-1.079162598E0,1.689331055E0,7.874786377E0
4.194673249E1,-1.088729858E0,1.677368164E0,8.032699585E0
4.194905183E1,-1.112655640E0,1.663009644E0,8.181060791E0
4.195140168E1,-1.100692749E0,1.627120972E0,8.324630737E0
4.195372102E1,-1.122238159E0,1.593612671E0,8.475372314E0
4.195607087E1,-1.110275269E0,1.552947998E0,8.652450562E0
4.195839021E1,-1.105484009E0,1.502685547E0,8.843872070E0
4.196074006E1,-1.105484009E0,1.481155396E0,9.075973511E0
4.196308991E1,-1.095916748E0,1.445266724E0,9.298507690E0
4.196540925E1,-1.103088379E0,1.433303833E0,9.511474609E0
4.196775910E1,-1.093521118E0,1.414154053E0,9.738784790E0
4.197007844E1,-1.093521118E0,1.383056641E0,9.899108887E0
4.197242829E1,-1.100692749E0,1.375869751E0,1.011924744E1
4.197474763E1,-1.117446899E0,1.380661011E0,1.032981873E1
4.197709748E1,-1.148559570E0,1.390228271E0,1.055952454E1
4.197941682E1,-1.160522461E0,1.406982422E0,1.078923035E1
4.198176667E1,-1.170089722E0,1.426116943E0,1.099980164E1
4.198408601E1,-1.179656982E0,1.445266724E0,1.120080566E1
4.198643586E1,-1.182052612E0,1.464401245E0,1.135873413E1
4.198878572E1,-1.165298462E0,1.476364136E0,1.153579712E1
4.199110505E1,-1.155731201E0,1.483551025E0,1.168893433E1
4.199345490E1,-1.138977051E0,1.500305176E0,1.180857849E1
4.199577424E1,-1.119842529E0,1.512268066E0,1.189233398E1
4.199812409E1,-1.074371338E0,1.521835327E0,1.199282837E1
4.200044343E1,-1.045669556E0,1.512268066E0,1.211964417E1
4.200279328E1,-9.930267334E-1,1.512268066E0,1.227040100E1
4.200511262E1,-9.284210205E-1,1.497909546E0,1.239002991E1
4.200746247E1,-8.327026367E-1,1.481155396E0,1.245942688E1
4.200978181E1,-7.489471436E-1,1.481155396E0,1.248335266E1
4.201213166E1,-6.843414307E-1,1.438079834E0,1.248335266E1
4.201448152E1,-6.436767578E-1,1.435699463E0,1.246899414E1
4.201680085E1,-6.053771973E-1,1.445266724E0,1.242831421E1
4.201915070E1,-5.670928955E-1,1.466796875E0,1.237329102E1
4.202147004E1,-5.503540039E-1,1.490722656E0,1.232781982E1
4.202381990E1,-5.527496338E-1,1.517044067E0,1.225125122E1
4.202613923E1,-5.551300049E-1,1.538589478E0,1.215553284E1
4.202848908E1,-5.742797852E-1,1.588836670E0,1.206700134E1
4.203080842E1,-5.575256348E-1,1.631912231E0,1.197129822E1
4.203315827E1,-5.527496338E-1,1.672576904E0,1.188754272E1
4.203547761E1,-5.312042236E-1,1.732406616E0,1.178465271E1
4.203782746E1,-5.168457031E-1,1.806579590E0,1.168176270E1
4.204017732E1,-4.737854004E-1,1.878372192E0,1.159800720E1
4.204249665E1,-4.283142090E-1,1.950149536E0,1.153340149E1
4.204487702E1,-3.924255371E-1,2.014755249E0,1.147598267E1
4.204719636E1,-3.541412354E-1,2.067398071E0,1.141375732E1
4.204954621E1,-3.230285645E-1,2.134399414E0,1.138505554E1
4.205186555E1,-2.895355225E-1,2.184646606E0,1.134197998E1
4.205421540E1,-2.536315918E-1,2.249252319E0,1.132283020E1
4.205653474E1,-2.153472900E-1,2.321044922E0,1.129173279E1
4.205888459E1,-1.890258789E-1,2.383255005E0,1.126541138E1
4.206123445E1,-1.986083984E-1,2.438293457E0,1.123908997E1
4.206355378E1,-1.818542480E-1,2.483749390E0,1.122233582E1
4.206590364E1,-1.674957275E-1,2.533996582E0,1.120080566E1
4.206822297E1,-1.531372070E-1,2.586639404E0,1.116729736E1
4.207057282E1,-1.268157959E-1,2.624923706E0,1.114097595E1
4.207289216E1,-1.100769043E-1,2.670394897E0,1.111705017E1
4.207524201E1,-8.375549316E-2,2.696716309E0,1.108355713E1
4.207756135E1,-7.896423340E-2,2.720642090E0,1.104766846E1
4.207991120E1,-9.092712402E-2,2.739776611E0,1.102612305E1
4.208223054E1,-1.148529053E-1,2.754135132E0,1.098306274E1
4.208458039E1,-1.363983154E-1,2.756530762E0,1.093998718E1
4.208693025E1,-1.818542480E-1,2.763717651E0,1.089691162E1
4.208924958E1,-2.273254395E-1,2.758926392E0,1.086581421E1
4.209159944E1,-2.919311523E-1,2.749359131E0,1.085862732E1
4.209391877E1,-3.421783447E-1,2.720642090E0,1.082034302E1
4.209626862E1,-4.091796875E-1,2.701492310E0,1.083230591E1
4.209858796E1,-4.761657715E-1,2.682357788E0,1.084426880E1
4.210093781E1,-5.407714844E-1,2.651245117E0,1.084187317E1
4.210325715E1,-5.814514160E-1,2.629714966E0,1.084187317E1
4.210560700E1,-6.077728271E-1,2.589035034E0,1.083709717E1
4.210795686E1,-6.580200195E-1,2.517242432E0,1.083709717E1
4.211027619E1,-6.676025391E-1,2.474182129E0,1.082991028E1
4.211262605E1,-6.628112793E-1,2.411972046E0,1.081317139E1
4.211494538E1,-6.604156494E-1,2.340179443E0,1.077488708E1
4.211729524E1,-6.747741699E-1,2.273178101E0,1.071745300E1
4.211961457E1,-6.628112793E-1,2.196609497E0,1.066481018E1
4.212196443E1,-6.556396484E-1,2.139190674E0,1.058345032E1
4.212428376E1,-6.364898682E-1,2.086547852E0,1.052124023E1
4.212663362E1,-6.077728271E-1,2.033905029E0,1.043988037E1
4.212895295E1,-5.623168945E-1,2.021942139E0,1.036091614E1
4.213130281E1,-5.144500732E-1,1.988433838E0,1.025085449E1
4.213365266E1,-4.594268799E-1,1.983642578E0,1.013839722E1
4.213597199E1,-3.828582764E-1,1.974075317E0,1.001635742E1
4.213832185E1,-3.110656738E-1,1.976470947E0,9.908676147E0
4.214064118E1,-2.105712891E-1,1.971679688E0,9.757934570E0
4.214299104E1,-1.004943848E-1,1.990829468E0,9.647857666E0
4.214531037E1,-4.791259766E-3,1.988433838E0,9.509078979E0
4.214766023E1,5.024719238E-2,2.014755249E0,9.351150513E0
4.214997956E1,1.627044678E-1,2.036285400E0,9.171691895E0
4.215232942E1,2.656097412E-1,2.050643921E0,9.040084839E0
4.215464875E1,4.067840576E-1,2.074584961E0,8.906082153E0
4.215699861E1,5.479583740E-1,2.103286743E0,8.700302124E0
4.215934846E1,6.484527588E-1,2.136795044E0,8.482559204E0
4.216166780E1,7.298126221E-1,2.179855347E0,8.298309326E0
4.216401765E1,7.872314453E-1,2.201400757E0,8.149948120E0
4.216633698E1,8.422698975E-1,2.234893799E0,8.015960693E0
4.216868684E1,8.829498291E-1,2.251647949E0,7.908279419E0
4.217100617E1,9.164581299E-1,2.234893799E0,7.862808228E0
4.217335603E1,9.762725830E-1,2.213363647E0,7.812561035E0
4.217567536E1,1.036087036E0,2.215759277E0,7.704895020E0
4.217802522E1,1.105484009E0,2.189437866E0,7.575683594E0
4.218034455E1,1.160522461E0,2.167892456E0,7.494323730E0
4.218269441E1,1.160522461E0,2.129608154E0,7.448852539E0
4.218504426E1,1.172485352E0,2.096115112E0,7.429718018E0
4.218736360E1,1.167694092E0,2.057830811E0,7.436889648E0
4.218971345E1,1.170089722E0,2.007583618E0,7.484756470E0
4.219203278E1,1.160522461E0,1.971679688E0,7.546966553E0
4.219438264E1,1.153335571E0,1.897506714E0,7.611572266E0
4.219670198E1,1.160522461E0,1.830505371E0,7.692932129E0
4.219905183E1,1.167694092E0,1.746765137E0,7.786239624E0
4.220137116E1,1.177261353E0,1.663009644E0,7.881958008E0
4.220372102E1,1.177261353E0,1.576873779E0,8.003997803E0
4.220607087E1,1.177261353E0,1.507476807E0,8.097305298E0
4.220839021E1,1.172485352E0,1.418945312E0,8.204986572E0
4.221074006E1,1.170089722E0,1.339981079E0,8.327026367E0
4.221305940E1,1.186843872E0,1.246658325E0,8.434707642E0
4.221540925E1,1.194015503E0,1.150955200E0,8.530410767E0
4.221772859E1,1.194015503E0,1.083953857E0,8.597412109E0
